UniqID,Island,Country.Territory,Region,Subregion,Lon,Lat,SiteName,Material,Type,Provenience,LabNo,Age,Error,d13C,Reference,calCurves,MapNo,CalibLon,CalibLat,DeltaR,DeltaErr,CalibReference,CalibLocality
1299,Puerto Rico,Puerto Rico,Greater Antilles,,-66.48107199,18.22589574,Hacienda Luisa Josefa,shell,marine shell,deposit 1-Unit S-1,I-10554,515,75,�,Narganes Storde 2005:280-281,marine20,1497,-67.0012,17.9346,-161,24,"Kilbourne, K:2007","La Parguera, Puerto Rico"
1300,Puerto Rico,Puerto Rico,Greater Antilles,,-66.48107199,18.22589574,Hacienda Luisa Josefa,shell,marine shell,deposit 1-Unit S-1,I-10555,785,80,�,Narganes Storde 2005:280-281,marine20,1497,-67.0012,17.9346,-161,24,"Kilbourne, K:2007","La Parguera, Puerto Rico"
1301,Puerto Rico,Puerto Rico,Greater Antilles,,-66.48107199,18.22589574,Hacienda Luisa Josefa,shell,marine shell,deposit 1-Unit S-1,I-10556,670,80,�,Narganes Storde 2005:280-281,marine20,1497,-67.0012,17.9346,-161,24,"Kilbourne, K:2007","La Parguera, Puerto Rico"
1366,Puerto Rico,Puerto Rico,Greater Antilles,,-66.48107199,18.22589574,Maruca,�,marine shell,�,Beta-69878,3080,90,-25,Pantel 1994,marine20,1497,-67.0012,17.9346,-161,24,"Kilbourne, K:2007","La Parguera, Puerto Rico"
1367,Puerto Rico,Puerto Rico,Greater Antilles,,-66.48107199,18.22589574,Maruca,�,marine shell,�,Beta-69879,3870,130,-25,Pantel 1994,marine20,1497,-67.0012,17.9346,-161,24,"Kilbourne, K:2007","La Parguera, Puerto Rico"
1368,Puerto Rico,Puerto Rico,Greater Antilles,,-66.48107199,18.22589574,Maruca,�,marine shell,�,Beta-70866,2960,110,-25,Pantel 1994,marine20,1497,-67.0012,17.9346,-161,24,"Kilbourne, K:2007","La Parguera, Puerto Rico"
1369,Puerto Rico,Puerto Rico,Greater Antilles,,-66.48107199,18.22589574,Maruca,�,marine shell,�,Beta-92890,2950,50,-25.3,Rodr�guez Lopez 2004,marine20,1497,-67.0012,17.9346,-161,24,"Kilbourne, K:2007","La Parguera, Puerto Rico"
1370,Puerto Rico,Puerto Rico,Greater Antilles,,-66.48107199,18.22589574,Maruca,�,marine shell,�,Beta-92891,4160,50,-25.8,Rodr�guez Lopez 2004,marine20,1497,-67.0012,17.9346,-161,24,"Kilbourne, K:2007","La Parguera, Puerto Rico"
1373,Puerto Rico,Puerto Rico,Greater Antilles,,-66.48107199,18.22589574,Maruca,�,marine shell,�,Beta-92894,2820,70,�,Rodr�guez Lopez 2004,marine20,1497,-67.0012,17.9346,-161,24,"Kilbourne, K:2007","La Parguera, Puerto Rico"
1375,Puerto Rico,Puerto Rico,Greater Antilles,,-66.48107199,18.22589574,Playa Blanca,Strombus sp.,marine shell,�,Beta-21694,450,70,�,Rivera and Rodr�guez 1991,marine20,1497,-67.0012,17.9346,-161,24,"Kilbourne, K:2007","La Parguera, Puerto Rico"
1376,Puerto Rico,Puerto Rico,Greater Antilles,,-66.48107199,18.22589574,Playa Blanca,Strombus sp.,marine shell,�,Beta-31693,590,60,�,Rodr�guez Lpez and Rivera 1991,marine20,1497,-67.0012,17.9346,-161,24,"Kilbourne, K:2007","La Parguera, Puerto Rico"
1377,Puerto Rico,Puerto Rico,Greater Antilles,,-66.48107199,18.22589574,Playa Blanca,Strombus sp.,marine shell,�,Beta-31695,1150,70,�,Rodr�guez Lpez and Rivera 1991,marine20,1497,-67.0012,17.9346,-161,24,"Kilbourne, K:2007","La Parguera, Puerto Rico"
1582,Puerto Rico,Puerto Rico,Greater Antilles,,-66.48107199,18.22589574,Punta Candelero,Strombus sp.,marine shell,C4 60-70 cm,I-15430,850,80,�,Rodr�guez 1991:627 ,marine20,1497,-67.0012,17.9346,-161,24,"Kilbourne, K:2007","La Parguera, Puerto Rico"
1583,Puerto Rico,Puerto Rico,Greater Antilles,,-66.48107199,18.22589574,Punta Candelero,Strombus gigas,marine shell,Test C (80-90),I-14979,2120,80,�, Haviser 1997:63 ,marine20,1497,-67.0012,17.9346,-161,24,"Kilbourne, K:2007","La Parguera, Puerto Rico"
1584,Puerto Rico,Puerto Rico,Greater Antilles,,-66.48107199,18.22589574,Punta Candelero,Strombus sp.,marine shell,Unit C (80-90),I-15431,1220,80,�,Rodr�guez 1989:259,marine20,1497,-67.0012,17.9346,-161,24,"Kilbourne, K:2007","La Parguera, Puerto Rico"
1585,Puerto Rico,Puerto Rico,Greater Antilles,,-66.48107199,18.22589574,Punta Candelero,Strombus sp.,marine shell,Unit L2 (80-90),I-15429,860,80,�,Rodr�guez 1989:259,marine20,1497,-67.0012,17.9346,-161,24,"Kilbourne, K:2007","La Parguera, Puerto Rico"
1691,Puerto Rico,Puerto Rico,Greater Antilles,,-66.48107199,18.22589574,Villa Taina,shell,marine shell,30 cm below surface,UM-400,1050,80,�,Eldridge et al. 1976,marine20,1497,-67.0012,17.9346,-161,24,"Kilbourne, K:2007","La Parguera, Puerto Rico"
1711,Saba,The Netherlands,Lesser Antilles,northern Lesser Antilles,-63.23801317,17.63050349,The Bottom,shell,marine shell,�,GrN-16030,1490,60,�,Hofman 1993:25; Haviser 1997:62,marine20,2122,-62.7768,17.3534,-68,24,DiNapoli et al 2020,-
1712,Saba,The Netherlands,Lesser Antilles,northern Lesser Antilles,-63.23801317,17.63050349,The Bottom,shell,marine shell,�,GrN-16031,1120,50,�,Hofman 1993:25; Haviser 1997:62,marine20,2122,-62.7768,17.3534,-68,24,DiNapoli et al 2020,-
1713,Saba,The Netherlands,Lesser Antilles,northern Lesser Antilles,-63.23801317,17.63050349,Fort Bay,shell adze,marine shell,�,UM-1478,3155,65,�,Hofman and Hoogland 2003:12 unidentified marine shell; insufficient provenience ,marine20,2122,-62.7768,17.3534,-68,24,DiNapoli et al 2020,-
1714,Saba,The Netherlands,Lesser Antilles,northern Lesser Antilles,-63.23801317,17.63050349,Fort Bay Ridge,shell,marine shell,�,Beta-409000,3670,30,0.6,Hofman et al. 2019,marine20,2122,-62.7768,17.3534,-68,24,DiNapoli et al 2020,-
1715,Saba,The Netherlands,Lesser Antilles,northern Lesser Antilles,-63.23801317,17.63050349,Fort Bay Ridge,shell,marine shell,�,Beta-409001,2880,30,1.3,Hofman et al. 2019,marine20,2122,-62.7768,17.3534,-68,24,DiNapoli et al 2020,-
1716,Saba,The Netherlands,Lesser Antilles,northern Lesser Antilles,-63.23801317,17.63050349,Fort Bay Ridge,shell,marine shell,�,GrA-63874,3005,35,�,Hofman et al. 2019,marine20,2122,-62.7768,17.3534,-68,24,DiNapoli et al 2020,-
1717,Saba,The Netherlands,Lesser Antilles,northern Lesser Antilles,-63.23801317,17.63050349,Fort Bay Ridge,shell,marine shell,�,GrA-63875,3620,35,�,Hofman et al. 2019,marine20,2122,-62.7768,17.3534,-68,24,DiNapoli et al 2020,-
1718,Saba,The Netherlands,Lesser Antilles,northern Lesser Antilles,-63.23801317,17.63050349,Fort Bay Ridge,shell,marine shell,�,GrA-63876,2770,30,�,Hofman et al. 2019,marine20,2122,-62.7768,17.3534,-68,24,DiNapoli et al 2020,-
1719,Saba,The Netherlands,Lesser Antilles,northern Lesser Antilles,-63.23801317,17.63050349,Fort Bay Ridge,shell,marine shell,�,GrA-63878,2800,30,�,Hofman et al. 2019,marine20,2122,-62.7768,17.3534,-68,24,DiNapoli et al 2020,-
1730,Saba,The Netherlands,Lesser Antilles,northern Lesser Antilles,-63.23801317,17.63050349,Kelbey's Ridge,shell,marine shell,F504,GrN-16776,1084,35,�,Hoogland and Hofman 1993,marine20,2122,-62.7768,17.3534,-68,24,DiNapoli et al 2020,-
1733,Saba,The Netherlands,Lesser Antilles,northern Lesser Antilles,-63.23801317,17.63050349,Old Booby Hill Cave,shell,marine shell,�,Beta-450521,3980,30,0.8,Hofman et al. 2019,marine20,2122,-62.7768,17.3534,-68,24,DiNapoli et al 2020,-
1741,Saba,The Netherlands,Lesser Antilles,northern Lesser Antilles,-63.23801317,17.63050349,Spring Bay,shell,marine shell,�,GrN-16026,1560,60,�,Hofman 1993:25; Haviser 1997:62,marine20,2122,-62.7768,17.3534,-68,24,DiNapoli et al 2020,-
1742,Saba,The Netherlands,Lesser Antilles,northern Lesser Antilles,-63.23801317,17.63050349,Spring Bay,shell,marine shell,�,GrN-16027,1240,50,�,Hofman 1993:25,marine20,2122,-62.7768,17.3534,-68,24,DiNapoli et al 2020,-
1743,Saba,The Netherlands,Lesser Antilles,northern Lesser Antilles,-63.23801317,17.63050349,Spring Bay,shell,marine shell,�,GrN-16028,1130,60,�,Hofman 1993:25,marine20,2122,-62.7768,17.3534,-68,24,DiNapoli et al 2020,-
1744,Saba,The Netherlands,Lesser Antilles,northern Lesser Antilles,-63.23801317,17.63050349,Spring Bay,shell,marine shell,�,GrN-16029,1310,60,�,Hofman 1993:25,marine20,2122,-62.7768,17.3534,-68,24,DiNapoli et al 2020,-
1745,Saba,The Netherlands,Lesser Antilles,northern Lesser Antilles,-63.23801317,17.63050349,Spring Bay,shell,marine shell,�,GrN-16773,1125,30,�,Hofman 1993:25,marine20,2122,-62.7768,17.3534,-68,24,DiNapoli et al 2020,-
1763,St. Croix,U.S. Virgin Islands,Lesser Antilles,northern Lesser Antilles,-64.7626377,17.73930605,Aklis,Strombus gigas,marine shell,Unit 1-L 5,Beta-82357,1650,80,� Cinquino-Hayward-and Hoffman 1999:74,,marine20,2121,-64.8835,17.7153,64,32,DiNapoli et al 2020,off Fredericksted
1764,St. Croix,U.S. Virgin Islands,Lesser Antilles,northern Lesser Antilles,-64.7626377,17.73930605,Aklis,Strombus gigas,marine shell,Unit 1-L-1,Beta-82566,1630,80,� Cinquino-Hayward-and Hoffman 1999:74,,marine20,2121,-64.8835,17.7153,64,32,DiNapoli et al 2020,off Fredericksted
1765,St. Croix,U.S. Virgin Islands,Lesser Antilles,northern Lesser Antilles,-64.7626377,17.73930605,Aklis,Strombus gigas,marine shell,Unit 3-L 2/3,Beta-82360,1500,70,�,Cinquino-Hayward-and Hoffman 1999:74,marine20,2121,-64.8835,17.7153,64,32,DiNapoli et al 2020,off Fredericksted
1766,St. Croix,U.S. Virgin Islands,Lesser Antilles,northern Lesser Antilles,-64.7626377,17.73930605,Aklis,Strombus gigas,marine shell,Unit 3-L 7,Beta-82358,1530,70,�,Doran 1990,marine20,2121,-64.8835,17.7153,64,32,DiNapoli et al 2020,off Fredericksted
1767,St. Croix,U.S. Virgin Islands,Lesser Antilles,northern Lesser Antilles,-64.7626377,17.73930605,Aklis,Strombus gigas,marine shell,Unit 5-L 2,Beta-82359,530,70,�,Hayward and Cinquino 2002:94�96; 182,marine20,2121,-64.8835,17.7153,64,32,DiNapoli et al 2020,off Fredericksted
1772,St. Eustatius,Netherlands,Lesser Antilles,northern Lesser Antilles,-62.97411294,17.48919612,Corre Corre-1,marine shell,marine shell,40 cm,GrN-17073,2400,50,�,Versteeg et al. 1993,marine20,2122,-62.7768,17.3534,-68,24,DiNapoli et al 2020,-
1773,St. Eustatius,Netherlands,Lesser Antilles,northern Lesser Antilles,-62.97411294,17.48919612,Corre Corre-2,marine shell,marine shell,70 cm,GrN-17071,2740,40,�,Versteeg et al. 1993,marine20,2122,-62.7768,17.3534,-68,24,DiNapoli et al 2020,-
1774,St. Eustatius,Netherlands,Lesser Antilles,northern Lesser Antilles,-62.97411294,17.48919612,Godet 1,shell,shell,�,GrN-11518,680,70,3.16,Van Klinken 1991,marine20,2122,-62.7768,17.3534,-68,24,DiNapoli et al 2020,-
1776,St. Eustatius,Netherlands,Lesser Antilles,northern Lesser Antilles,-62.97411294,17.48919612,Golden Rock,shell,marine shell,H2,GrN-11511,1600,50,�,Versteeg and Schinkel 1992:204,marine20,2122,-62.7768,17.3534,-68,24,DiNapoli et al 2020,-
1805,St. Kitts,Federation of St. Kitts and Nevis,Lesser Antilles,northern Lesser Antilles,-62.75797527,17.33225329,Sugar Factory Pier,Anadana notebilis,marine shell,interface of midden base with soil,UCLA-2111a,4100,60,�,Goodwin 1978:13,marine20,2122,-62.7768,17.3534,-68,24,DiNapoli et al 2020,-
1806,St. Kitts,Federation of St. Kitts and Nevis,Lesser Antilles,northern Lesser Antilles,-62.75797527,17.33225329,Sugar Factory Pier,Arca zebra,marine shell,interface of midden base with soil,UCLA-2111b,2175,60,�,Goodwin 1978:13,marine20,2122,-62.7768,17.3534,-68,24,DiNapoli et al 2020,-
1808,St. Lucia,St. Lucia,Lesser Antilles,southern Lesser Antilles,-60.97031653,13.90267055,Giraudy,Strombus sp.,marine shell,18-24 in.,RL-31,1120,100,�,Bullen and Bullen 1972:153; Rouse et al. 1978:462,marine20,2124,-61.1911,13.2502,34,29,DiNapoli et al 2020,-
1809,St. Lucia,St. Lucia,Lesser Antilles,southern Lesser Antilles,-60.97031653,13.90267055,Giraudy,Strombus sp.,marine shell,6-12 in.,RL-30,1240,100,�,Bullen and Bullen 1972:153; Rouse et al. 1978:462,marine20,2124,-61.1911,13.2502,34,29,DiNapoli et al 2020,-
1826,St. Lucia,St. Lucia,Lesser Antilles,southern Lesser Antilles,-60.97031653,13.90267055,Lavoutte,Strombus sp.,marine shell,�,RL-26,710,100,�,Hofman et al. 2012,marine20,2124,-61.1911,13.2502,34,29,DiNapoli et al 2020,-
1827,St. Lucia,St. Lucia,Lesser Antilles,southern Lesser Antilles,-60.97031653,13.90267055,Lavoutte,marine shell,marine shell,05-69-55/2,GrN-32331,950,25,�,Hofman et al. 2012,marine20,2124,-61.1911,13.2502,34,29,DiNapoli et al 2020,-
1828,St. Lucia,St. Lucia,Lesser Antilles,southern Lesser Antilles,-60.97031653,13.90267055,Lavoutte,marine shell,marine shell,05-69-55/7,GrN-32332,1070,25,�,Hofman et al. 2012,marine20,2124,-61.1911,13.2502,34,29,DiNapoli et al 2020,-
1829,St. Lucia,St. Lucia,Lesser Antilles,southern Lesser Antilles,-60.97031653,13.90267055,Lavoutte,marine shell,marine shell,F67-06/1,GrN-32318,680,25,�,Hofman et al. 2012,marine20,2124,-61.1911,13.2502,34,29,DiNapoli et al 2020,-
1830,St. Lucia,St. Lucia,Lesser Antilles,southern Lesser Antilles,-60.97031653,13.90267055,Lavoutte,marine shell,marine shell,F67-24,GrN-32322,805,30,�,Hofman et al. 2012,marine20,2124,-61.1911,13.2502,34,29,DiNapoli et al 2020,-
1845,St. Martin,St. Martin,Lesser Antilles,northern Lesser Antilles,-63.05507063,18.07762062,Baie Longue 2,Strombus gigas,marine shell,BL2US2n�2,Beta-187936,3450,40,�,Bonnissent 2008 ,marine20,2098,-63.5167,18.5,261,27,DiNapoli et al 2020,"Sombrero (off IsleSaint Barthelemy), Ane"
1850,St. Martin,St. Martin,Lesser Antilles,northern Lesser Antilles,-63.05507063,18.07762062,Baie Orientale 1,Strombus gigas,marine shell,S4L24n�1,Beta-146427,2850,60,�,Bonnissent et al. 2001; Richard 1994,marine20,2098,-63.5167,18.5,261,27,DiNapoli et al 2020,"Sombrero (off IsleSaint Barthelemy), Ane"
1854,St. Martin,St. Martin,Lesser Antilles,northern Lesser Antilles,-63.05507063,18.07762062,Baie Orientale 2,Cittarium pica,marine shell,BO G2-4,GrN-20164,1170,30,�,H�nocq and Petit 1998,marine20,2098,-63.5167,18.5,261,27,DiNapoli et al 2020,"Sombrero (off IsleSaint Barthelemy), Ane"
1861,St. Martin,St. Martin,Lesser Antilles,northern Lesser Antilles,-63.05507063,18.07762062,Etang Rouge 1,Strombus gigas,marine shell,ER1007a(D)S1n23,KIA-28109,3105,30,�,Bonnissent 2008,marine20,2098,-63.5167,18.5,261,27,DiNapoli et al 2020,"Sombrero (off IsleSaint Barthelemy), Ane"
1862,St. Martin,St. Martin,Lesser Antilles,northern Lesser Antilles,-63.05507063,18.07762062,Etang Rouge 1,Strombus gigas,marine shell,ER1007a(D)S1n44,KIA-28110,3185,30,�,Bonnissent 2008,marine20,2098,-63.5167,18.5,261,27,DiNapoli et al 2020,"Sombrero (off IsleSaint Barthelemy), Ane"
1863,St. Martin,St. Martin,Lesser Antilles,northern Lesser Antilles,-63.05507063,18.07762062,Etang Rouge 1,Strombus gigas,marine shell,ER1007b(D)S1n21,KIA-28111,3380,40,�,Bonnissent 2008,marine20,2098,-63.5167,18.5,261,27,DiNapoli et al 2020,"Sombrero (off IsleSaint Barthelemy), Ane"
1864,St. Martin,St. Martin,Lesser Antilles,northern Lesser Antilles,-63.05507063,18.07762062,Etang Rouge 1,Strombus gigas,marine shell,ER1007b(D)S1n45,KIA-28112,3775,30,�,Bonnissent 2008,marine20,2098,-63.5167,18.5,261,27,DiNapoli et al 2020,"Sombrero (off IsleSaint Barthelemy), Ane"
1865,St. Martin,St. Martin,Lesser Antilles,northern Lesser Antilles,-63.05507063,18.07762062,Etang Rouge 1,Strombus gigas,marine shell,ER1009(D)S1n34,KIA-28113,3320,30,�,Bonnissent 2008,marine20,2098,-63.5167,18.5,261,27,DiNapoli et al 2020,"Sombrero (off IsleSaint Barthelemy), Ane"
1866,St. Martin,St. Martin,Lesser Antilles,northern Lesser Antilles,-63.05507063,18.07762062,Etang Rouge 1,Strombus gigas,marine shell,ER6004(E)S2n32,KIA-28114,3800,30,�,Bonnissent 2008,marine20,2098,-63.5167,18.5,261,27,DiNapoli et al 2020,"Sombrero (off IsleSaint Barthelemy), Ane"
1867,St. Martin,St. Martin,Lesser Antilles,northern Lesser Antilles,-63.05507063,18.07762062,Etang Rouge 1,blade conch,marine shell,ER6005(E)S2n43,KIA-28115,4275,30,�,Bonnissent 2008,marine20,2098,-63.5167,18.5,261,27,DiNapoli et al 2020,"Sombrero (off IsleSaint Barthelemy), Ane"
1868,St. Martin,St. Martin,Lesser Antilles,northern Lesser Antilles,-63.05507063,18.07762062,Etang Rouge 1,Strombus gigas,marine shell,ER7002(F)S3n35,KIA-28116,4505,35,�,Bonnissent 2008,marine20,2098,-63.5167,18.5,261,27,DiNapoli et al 2020,"Sombrero (off IsleSaint Barthelemy), Ane"
1869,St. Martin,St. Martin,Lesser Antilles,northern Lesser Antilles,-63.05507063,18.07762062,Etang Rouge 3,Strombus gigas,marine shell,ER3 H2,KIA-28815,4830,40,�,Martias 2005,marine20,2098,-63.5167,18.5,261,27,DiNapoli et al 2020,"Sombrero (off IsleSaint Barthelemy), Ane"
1870,St. Martin,St. Martin,Lesser Antilles,northern Lesser Antilles,-63.05507063,18.07762062,Etang Rouge 3,Strombus gigas,marine shell,ER3(H)1,KIA-28108,4770,40,�,Martias 2005; Bonnissent 2008,marine20,2098,-63.5167,18.5,261,27,DiNapoli et al 2020,"Sombrero (off IsleSaint Barthelemy), Ane"
1871,St. Martin,St. Martin,Lesser Antilles,northern Lesser Antilles,-63.05507063,18.07762062,Grand Case,shell,marine shell,BK 76,Beta-359544,1340,30,1,Sellier-Segard and Samuelian 2017,marine20,2098,-63.5167,18.5,261,27,DiNapoli et al 2020,"Sombrero (off IsleSaint Barthelemy), Ane"
1872,St. Martin,St. Martin,Lesser Antilles,northern Lesser Antilles,-63.05507063,18.07762062,Grand Case,shell,marine shell,BK 76,Beta-386284,1580,30,0.7,Sellier-Segard and Samuelian 2017,marine20,2098,-63.5167,18.5,261,27,DiNapoli et al 2020,"Sombrero (off IsleSaint Barthelemy), Ane"
1873,St. Martin,St. Martin,Lesser Antilles,northern Lesser Antilles,-63.05507063,18.07762062,Grand Case,shell,marine shell,BK 76,Beta-286285,1510,30,1.9,Sellier-Segard and Samuelian 2017,marine20,2098,-63.5167,18.5,261,27,DiNapoli et al 2020,"Sombrero (off IsleSaint Barthelemy), Ane"
1874,St. Martin,St. Martin,Lesser Antilles,northern Lesser Antilles,-63.05507063,18.07762062,Grand Case,shell,marine shell,BK 77,Beta-417001,1390,30,0.4,Sellier-Segard and Samuelian 2017,marine20,2098,-63.5167,18.5,261,27,DiNapoli et al 2020,"Sombrero (off IsleSaint Barthelemy), Ane"
1875,St. Martin,St. Martin,Lesser Antilles,northern Lesser Antilles,-63.05507063,18.07762062,Grand Case,shell,marine shell,BK 77,Beta-417000,1490,30,0.4,Sellier-Segard and Samuelian 2017,marine20,2098,-63.5167,18.5,261,27,DiNapoli et al 2020,"Sombrero (off IsleSaint Barthelemy), Ane"
1882,St. Martin,St. Martin,Lesser Antilles,northern Lesser Antilles,-63.05507063,18.07762062,Pinel Ouest,Strombus gigas,marine shell,PO1706B2n�2,Beta-187941,1810,40,�,Bonnissent 2008,marine20,2098,-63.5167,18.5,261,27,DiNapoli et al 2020,"Sombrero (off IsleSaint Barthelemy), Ane"
1883,St. Martin,St. Martin,Lesser Antilles,northern Lesser Antilles,-63.05507063,18.07762062,Pointe du Bluff,Strombus gigas,marine shell,PTE-BLUFF surf,Erl-9064,3460,50,�,Bonnissent 2008,marine20,2098,-63.5167,18.5,261,27,DiNapoli et al 2020,"Sombrero (off IsleSaint Barthelemy), Ane"
1884,St. Martin,St. Martin,Lesser Antilles,northern Lesser Antilles,-63.05507063,18.07762062,Pointe du Canonnier,Strombus gigas,marine shell,PDC6006C2n�2,Beta-187938,1540,40,�,Bonnissent 2008,marine20,2098,-63.5167,18.5,261,27,DiNapoli et al 2020,"Sombrero (off IsleSaint Barthelemy), Ane"
1886,St. Martin,St. Martin,Lesser Antilles,northern Lesser Antilles,-63.05507063,18.07762062,Salines d�Orient,Strombus gigas,marine shell,SAOR-1004-1,Erl-9071,3750,50,�,Bonnissent 2008,marine20,2098,-63.5167,18.5,261,27,DiNapoli et al 2020,"Sombrero (off IsleSaint Barthelemy), Ane"
1887,St. Martin,St. Martin,Lesser Antilles,northern Lesser Antilles,-63.05507063,18.07762062,Salines d�Orient,Strombus gigas,marine shell,SAOR-1004-2,Erl-9072,3610,50,�,Bonnissent 2008,marine20,2098,-63.5167,18.5,261,27,DiNapoli et al 2020,"Sombrero (off IsleSaint Barthelemy), Ane"
1888,St. Martin,St. Martin,Lesser Antilles,northern Lesser Antilles,-63.05507063,18.07762062,Sandy Ground 1,blade conch,marine shell,SAND-GR1,Erl-9065,3340,50,�,Bonnissent 2008,marine20,2098,-63.5167,18.5,261,27,DiNapoli et al 2020,"Sombrero (off IsleSaint Barthelemy), Ane"
1889,St. Martin,St. Martin,Lesser Antilles,northern Lesser Antilles,-63.05507063,18.07762062,Sandy Ground 2,blade conch,marine shell,SAND-GR2,Erl-9066,4200,50,�,Bonnissent 2008,marine20,2098,-63.5167,18.5,261,27,DiNapoli et al 2020,"Sombrero (off IsleSaint Barthelemy), Ane"
1891,St. Martin,St. Martin,Lesser Antilles,northern Lesser Antilles,-63.05507063,18.07762062,Trou David 1,Strombus gigas,marine shell,TD1n4,Erl-9073,3510,50,�,Bonnissent 2008,marine20,2098,-63.5167,18.5,261,27,DiNapoli et al 2020,"Sombrero (off IsleSaint Barthelemy), Ane"
1893,St. Martin,St. Martin,Lesser Antilles,northern Lesser Antilles,-63.05507063,18.07762062,Rue Maurasse,�,marine shell,�,Beta-435488,3140,30,�,Sellier-S�gard 2016,marine20,2098,-63.5167,18.5,261,27,DiNapoli et al 2020,"Sombrero (off IsleSaint Barthelemy), Ane"
1912,St. Martin,St. Martin,Lesser Antilles,northern Lesser Antilles,-63.05507063,18.07762062,Baie Rouge,shell,marine shell,BR M1C-9,Beta-82151,840,60,�,H�nocq 1995b; H�nocq 1998 ,marine20,2098,-63.5167,18.5,261,27,DiNapoli et al 2020,"Sombrero (off IsleSaint Barthelemy), Ane"
