UniqID,Island,Country.Territory,Region,Subregion,Lon,Lat,SiteName,Material,Type,Provenience,LabNo,Age,Error,d13C,Reference,calCurves,MapNo,CalibLon,CalibLat,DeltaR,DeltaErr,CalibReference,CalibLocality
1365,Puerto Rico,Puerto Rico,Greater Antilles,,-66.48107199,18.22589574,Mar�a de la Cruz,charcoal,charcoal/charred material,Section A (0.50�0.625),Y-1235,1920,120,�,Bullen and Sleight 1963:41,intcal20,1497,-67.0012,17.9346,0,0,"Kilbourne, K:2007","La Parguera, Puerto Rico"
1371,Puerto Rico,Puerto Rico,Greater Antilles,,-66.48107199,18.22589574,Maruca,�,unknown,�,Beta-92892,2870,60,-25.4,Rodr�guez Lopez 2004,intcal20,1497,-67.0012,17.9346,0,0,"Kilbourne, K:2007","La Parguera, Puerto Rico"
1372,Puerto Rico,Puerto Rico,Greater Antilles,,-66.48107199,18.22589574,Maruca,�,unknown,�,Beta-92893,2650,60,-26.7,Rodr�guez Lopez 2004,intcal20,1497,-67.0012,17.9346,0,0,"Kilbourne, K:2007","La Parguera, Puerto Rico"
1374,Puerto Rico,Puerto Rico,Greater Antilles,,-66.48107199,18.22589574,Playa Blanca,charcoal,charcoal/charred material,�,Beta-31692,1190,90,�,Rodr�guez Lpez and Rivera 1991,intcal20,1497,-67.0012,17.9346,0,0,"Kilbourne, K:2007","La Parguera, Puerto Rico"
1378,Puerto Rico,Puerto Rico,Greater Antilles,,-66.48107199,18.22589574,Paso del Indio,charcoal,charcoal/charred material,6N-18/13,Beta-81844,960,50,�,Walker 2005,intcal20,1497,-67.0012,17.9346,0,0,"Kilbourne, K:2007","La Parguera, Puerto Rico"
1379,Puerto Rico,Puerto Rico,Greater Antilles,,-66.48107199,18.22589574,Paso del Indio,charcoal,charcoal/charred material,6N-18/13,Beta-81845,970,50,�,Walker 2005,intcal20,1497,-67.0012,17.9346,0,0,"Kilbourne, K:2007","La Parguera, Puerto Rico"
1380,Puerto Rico,Puerto Rico,Greater Antilles,,-66.48107199,18.22589574,Paso del Indio,charcoal,charcoal/charred material,6N-18/21,Beta-178668,970,40,�,Walker 2005,intcal20,1497,-67.0012,17.9346,0,0,"Kilbourne, K:2007","La Parguera, Puerto Rico"
1381,Puerto Rico,Puerto Rico,Greater Antilles,,-66.48107199,18.22589574,Paso del Indio,charcoal,charcoal/charred material,6S-17/37,Beta-178666,1450,40,�,Walker 2005,intcal20,1497,-67.0012,17.9346,0,0,"Kilbourne, K:2007","La Parguera, Puerto Rico"
1382,Puerto Rico,Puerto Rico,Greater Antilles,,-66.48107199,18.22589574,Paso del Indio,charcoal,charcoal/charred material,6S-17/37,Beta-77174,940,60,�,Walker 2005,intcal20,1497,-67.0012,17.9346,0,0,"Kilbourne, K:2007","La Parguera, Puerto Rico"
1383,Puerto Rico,Puerto Rico,Greater Antilles,,-66.48107199,18.22589574,Paso del Indio,charcoal,charcoal/charred material,unit 6N-13/10,Beta-178669,960,130,�,Walker 2005,intcal20,1497,-67.0012,17.9346,0,0,"Kilbourne, K:2007","La Parguera, Puerto Rico"
1384,Puerto Rico,Puerto Rico,Greater Antilles,,-66.48107199,18.22589574,Paso del Indio,charcoal,charcoal/charred material,unit 6N-13/13,Beta-178660,1030,50,�,Walker 2005,intcal20,1497,-67.0012,17.9346,0,0,"Kilbourne, K:2007","La Parguera, Puerto Rico"
1385,Puerto Rico,Puerto Rico,Greater Antilles,,-66.48107199,18.22589574,Paso del Indio,charcoal,charcoal/charred material,unit 6N-13/13,Beta-178670,1580,90,�,Walker 2005,intcal20,1497,-67.0012,17.9346,0,0,"Kilbourne, K:2007","La Parguera, Puerto Rico"
1386,Puerto Rico,Puerto Rico,Greater Antilles,,-66.48107199,18.22589574,Paso del Indio,charcoal,charcoal/charred material,unit 6N-13/13,Beta-178674,1470,40,�,Walker 2005,intcal20,1497,-67.0012,17.9346,0,0,"Kilbourne, K:2007","La Parguera, Puerto Rico"
1387,Puerto Rico,Puerto Rico,Greater Antilles,,-66.48107199,18.22589574,Paso del Indio,charcoal,charcoal/charred material,Unit 6N-13/17,Beta-178661,940,60,�,Walker 2005,intcal20,1497,-67.0012,17.9346,0,0,"Kilbourne, K:2007","La Parguera, Puerto Rico"
1388,Puerto Rico,Puerto Rico,Greater Antilles,,-66.48107199,18.22589574,Paso del Indio,charcoal,charcoal/charred material,Unit 6N-13/17,Beta-178662,910,40,�,Walker 2005,intcal20,1497,-67.0012,17.9346,0,0,"Kilbourne, K:2007","La Parguera, Puerto Rico"
1389,Puerto Rico,Puerto Rico,Greater Antilles,,-66.48107199,18.22589574,Paso del Indio,charcoal,charcoal/charred material,unit 6N-13/17,Beta-178663,1060,40,�,Walker 2005,intcal20,1497,-67.0012,17.9346,0,0,"Kilbourne, K:2007","La Parguera, Puerto Rico"
1390,Puerto Rico,Puerto Rico,Greater Antilles,,-66.48107199,18.22589574,Paso del Indio,charcoal,charcoal/charred material,unit 6N-13/17,Beta-81848,1180,70,�,Walker 2005,intcal20,1497,-67.0012,17.9346,0,0,"Kilbourne, K:2007","La Parguera, Puerto Rico"
1391,Puerto Rico,Puerto Rico,Greater Antilles,,-66.48107199,18.22589574,Paso del Indio,charcoal,charcoal/charred material,Unit 6N-13/21,Beta-178664,630,40,�,Walker 2005,intcal20,1497,-67.0012,17.9346,0,0,"Kilbourne, K:2007","La Parguera, Puerto Rico"
1392,Puerto Rico,Puerto Rico,Greater Antilles,,-66.48107199,18.22589574,Paso del Indio,charcoal,charcoal/charred material,Unit 6N-13/21,Beta-81849,840,60,�,Walker 2005,intcal20,1497,-67.0012,17.9346,0,0,"Kilbourne, K:2007","La Parguera, Puerto Rico"
1393,Puerto Rico,Puerto Rico,Greater Antilles,,-66.48107199,18.22589574,Paso del Indio,charcoal,charcoal/charred material,unit 6N-13/21,Beta-81850,1050,50,�,Walker 2005,intcal20,1497,-67.0012,17.9346,0,0,"Kilbourne, K:2007","La Parguera, Puerto Rico"
1394,Puerto Rico,Puerto Rico,Greater Antilles,,-66.48107199,18.22589574,Paso del Indio,charcoal,charcoal/charred material,unit 6N-13/21,Beta-87601,1440,60,�,Walker 2005,intcal20,1497,-67.0012,17.9346,0,0,"Kilbourne, K:2007","La Parguera, Puerto Rico"
1395,Puerto Rico,Puerto Rico,Greater Antilles,,-66.48107199,18.22589574,Paso del Indio,charcoal,charcoal/charred material,unit 6N-13/25,Beta-178665,950,60,�,Walker 2005,intcal20,1497,-67.0012,17.9346,0,0,"Kilbourne, K:2007","La Parguera, Puerto Rico"
1396,Puerto Rico,Puerto Rico,Greater Antilles,,-66.48107199,18.22589574,Paso del Indio,charcoal,charcoal/charred material,unit 6N-18/10,Beta-81841,990,50,�,Walker 2005,intcal20,1497,-67.0012,17.9346,0,0,"Kilbourne, K:2007","La Parguera, Puerto Rico"
1397,Puerto Rico,Puerto Rico,Greater Antilles,,-66.48107199,18.22589574,Paso del Indio,charcoal,charcoal/charred material,unit 6N-18/10,Beta-87600,910,60,�,Walker 2005,intcal20,1497,-67.0012,17.9346,0,0,"Kilbourne, K:2007","La Parguera, Puerto Rico"
1398,Puerto Rico,Puerto Rico,Greater Antilles,,-66.48107199,18.22589574,Paso del Indio,charcoal,charcoal/charred material,unit 6N-18/13,Beta-81843,1060,60,�,Walker 2005,intcal20,1497,-67.0012,17.9346,0,0,"Kilbourne, K:2007","La Parguera, Puerto Rico"
1399,Puerto Rico,Puerto Rico,Greater Antilles,,-66.48107199,18.22589574,Paso del Indio,charcoal,charcoal/charred material,unit 6N-18/13,Beta-81846,1080,60,�,Walker 2005,intcal20,1497,-67.0012,17.9346,0,0,"Kilbourne, K:2007","La Parguera, Puerto Rico"
1400,Puerto Rico,Puerto Rico,Greater Antilles,,-66.48107199,18.22589574,Paso del Indio,charcoal,charcoal/charred material,unit 6N-18/21,Beta-178667,1230,60,�,Walker 2005,intcal20,1497,-67.0012,17.9346,0,0,"Kilbourne, K:2007","La Parguera, Puerto Rico"
1401,Puerto Rico,Puerto Rico,Greater Antilles,,-66.48107199,18.22589574,Paso del Indio,charcoal,charcoal/charred material,unit 6S-17/25,Beta-77168,980,50,�,Walker 2005,intcal20,1497,-67.0012,17.9346,0,0,"Kilbourne, K:2007","La Parguera, Puerto Rico"
1402,Puerto Rico,Puerto Rico,Greater Antilles,,-66.48107199,18.22589574,Paso del Indio,charcoal,charcoal/charred material,unit 6S-17/29,Beta-87603,950,60,�,Walker 2005,intcal20,1497,-67.0012,17.9346,0,0,"Kilbourne, K:2007","La Parguera, Puerto Rico"
1403,Puerto Rico,Puerto Rico,Greater Antilles,,-66.48107199,18.22589574,Paso del Indio,charcoal,charcoal/charred material,Unit 6S-17/33,Beta-77175,830,80,�,Walker 2005,intcal20,1497,-67.0012,17.9346,0,0,"Kilbourne, K:2007","La Parguera, Puerto Rico"
1404,Puerto Rico,Puerto Rico,Greater Antilles,,-66.48107199,18.22589574,Paso del Indio,charcoal,charcoal/charred material,Unit 6S-17/33,Beta-87604,870,80,�,Walker 2005,intcal20,1497,-67.0012,17.9346,0,0,"Kilbourne, K:2007","La Parguera, Puerto Rico"
1405,Puerto Rico,Puerto Rico,Greater Antilles,,-66.48107199,18.22589574,Paso del Indio,charcoal,charcoal/charred material,Unit 7-1,Beta-178671,560,60,�,Walker 2005,intcal20,1497,-67.0012,17.9346,0,0,"Kilbourne, K:2007","La Parguera, Puerto Rico"
1406,Puerto Rico,Puerto Rico,Greater Antilles,,-66.48107199,18.22589574,Paso del Indio,charcoal,charcoal/charred material,unit 7-2,Beta-178672,960,40,�,Walker 2005,intcal20,1497,-67.0012,17.9346,0,0,"Kilbourne, K:2007","La Parguera, Puerto Rico"
1407,Puerto Rico,Puerto Rico,Greater Antilles,,-66.48107199,18.22589574,Paso del Indio,charcoal,charcoal/charred material,unit 7-2,Beta-178673,1270,70,�,Walker 2005,intcal20,1497,-67.0012,17.9346,0,0,"Kilbourne, K:2007","La Parguera, Puerto Rico"
1408,Puerto Rico,Puerto Rico,Greater Antilles,,-66.48107199,18.22589574,Paso del Indio,charcoal,charcoal/charred material,Unit 7-2,Beta-77177,640,60,�,Walker 2005,intcal20,1497,-67.0012,17.9346,0,0,"Kilbourne, K:2007","La Parguera, Puerto Rico"
1409,Puerto Rico,Puerto Rico,Greater Antilles,,-66.48107199,18.22589574,Paso del Indio,charcoal,charcoal/charred material,Unit 7-4,Beta-178675,730,40,�,Walker 2005,intcal20,1497,-67.0012,17.9346,0,0,"Kilbourne, K:2007","La Parguera, Puerto Rico"
1410,Puerto Rico,Puerto Rico,Greater Antilles,,-66.48107199,18.22589574,Paso del Indio,charcoal,charcoal/charred material,unit 7-4,Beta-178676,1010,40,�,Walker 2005,intcal20,1497,-67.0012,17.9346,0,0,"Kilbourne, K:2007","La Parguera, Puerto Rico"
1411,Puerto Rico,Puerto Rico,Greater Antilles,,-66.48107199,18.22589574,Paso del Indio,charcoal,charcoal/charred material,unit 7-5,Beta-77183,630,50,�,Walker 2005,intcal20,1497,-67.0012,17.9346,0,0,"Kilbourne, K:2007","La Parguera, Puerto Rico"
1412,Puerto Rico,Puerto Rico,Greater Antilles,,-66.48107199,18.22589574,Paso del Indio,charcoal,charcoal/charred material,unit 81-2,Beta-77164,1350,70,�,Walker 2005,intcal20,1497,-67.0012,17.9346,0,0,"Kilbourne, K:2007","La Parguera, Puerto Rico"
1413,Puerto Rico,Puerto Rico,Greater Antilles,,-66.48107199,18.22589574,Paso del Indio,charcoal,charcoal/charred material,unit 81-2,Beta-87610,1550,60,�,Walker 2005,intcal20,1497,-67.0012,17.9346,0,0,"Kilbourne, K:2007","La Parguera, Puerto Rico"
1414,Puerto Rico,Puerto Rico,Greater Antilles,,-66.48107199,18.22589574,Paso del Indio,charcoal,charcoal/charred material,unit 8I-2,Beta-178677,2330,110,�,Walker 2005,intcal20,1497,-67.0012,17.9346,0,0,"Kilbourne, K:2007","La Parguera, Puerto Rico"
1415,Puerto Rico,Puerto Rico,Greater Antilles,,-66.48107199,18.22589574,Paso del Indio,charcoal,charcoal/charred material,unit 8I-3,Beta-178679,930,40,�,Walker 2005,intcal20,1497,-67.0012,17.9346,0,0,"Kilbourne, K:2007","La Parguera, Puerto Rico"
1416,Puerto Rico,Puerto Rico,Greater Antilles,,-66.48107199,18.22589574,Paso del Indio,charcoal,charcoal/charred material,unit 8I-3,Beta-87611,1920,80,�,Walker 2005,intcal20,1497,-67.0012,17.9346,0,0,"Kilbourne, K:2007","La Parguera, Puerto Rico"
1417,Puerto Rico,Puerto Rico,Greater Antilles,,-66.48107199,18.22589574,Paso del Indio,charcoal,charcoal/charred material,unit 8I-4,Beta-178681,1520,40,�,Walker 2005,intcal20,1497,-67.0012,17.9346,0,0,"Kilbourne, K:2007","La Parguera, Puerto Rico"
1418,Puerto Rico,Puerto Rico,Greater Antilles,,-66.48107199,18.22589574,Paso del Indio,charcoal,charcoal/charred material,unit 8I-4,Beta-77165,4060,60,�,Walker 2005,intcal20,1497,-67.0012,17.9346,0,0,"Kilbourne, K:2007","La Parguera, Puerto Rico"
1419,Puerto Rico,Puerto Rico,Greater Antilles,,-66.48107199,18.22589574,Paso del Indio,charcoal,charcoal/charred material,unit 8I-5,Beta-178680,4110,40,�,Walker 2005,intcal20,1497,-67.0012,17.9346,0,0,"Kilbourne, K:2007","La Parguera, Puerto Rico"
1420,Puerto Rico,Puerto Rico,Greater Antilles,,-66.48107199,18.22589574,Paso del Indio,charcoal,charcoal/charred material,unit 8S-2,Beta-178678,2520,40,�,Walker 2005,intcal20,1497,-67.0012,17.9346,0,0,"Kilbourne, K:2007","La Parguera, Puerto Rico"
1421,Puerto Rico,Puerto Rico,Greater Antilles,,-66.48107199,18.22589574,Paso del Indio,human bone,human bone/teeth,Impacted/Out of context,AA-75802,710,43,-19.44,Pestle 2010,intcal20,1497,-67.0012,17.9346,0,0,"Kilbourne, K:2007","La Parguera, Puerto Rico"
1422,Puerto Rico,Puerto Rico,Greater Antilles,,-66.48107199,18.22589574,Paso del Indio,human bone,human bone/teeth,Impacted/Out of context,AA-82413,900,44,-20.09,Pestle 2010,intcal20,1497,-67.0012,17.9346,0,0,"Kilbourne, K:2007","La Parguera, Puerto Rico"
1423,Puerto Rico,Puerto Rico,Greater Antilles,,-66.48107199,18.22589574,Paso del Indio,human bone,human bone/teeth,P6 18E 21S Ent. 1,AA-79406,1040,44,-19.34,Pestle 2010,intcal20,1497,-67.0012,17.9346,0,0,"Kilbourne, K:2007","La Parguera, Puerto Rico"
1424,Puerto Rico,Puerto Rico,Greater Antilles,,-66.48107199,18.22589574,Paso del Indio,human bone,human bone/teeth,P6 U12 Ent. 1,AA-79407,1041,44,-18.52,Pestle 2010,intcal20,1497,-67.0012,17.9346,0,0,"Kilbourne, K:2007","La Parguera, Puerto Rico"
1425,Puerto Rico,Puerto Rico,Greater Antilles,,-66.48107199,18.22589574,Paso del Indio,human bone,human bone/teeth,P6 U13E 25S Ent. 4A,AA-82414,1026,44,-18.94,Pestle 2010,intcal20,1497,-67.0012,17.9346,0,0,"Kilbourne, K:2007","La Parguera, Puerto Rico"
1426,Puerto Rico,Puerto Rico,Greater Antilles,,-66.48107199,18.22589574,Paso del Indio,human bone,human bone/teeth,P6/T1 Ent. 1,AA-75143,932,44,-19.3,Pestle 2010,intcal20,1497,-67.0012,17.9346,0,0,"Kilbourne, K:2007","La Parguera, Puerto Rico"
1427,Puerto Rico,Puerto Rico,Greater Antilles,,-66.48107199,18.22589574,Paso del Indio,human bone,human bone/teeth,P6/U 13E 25S Ent. 4B,AA-83933,991,43,-19.53,Pestle 2010,intcal20,1497,-67.0012,17.9346,0,0,"Kilbourne, K:2007","La Parguera, Puerto Rico"
1428,Puerto Rico,Puerto Rico,Greater Antilles,,-66.48107199,18.22589574,Paso del Indio,human bone,human bone/teeth,P6/U 17E 25S Ent. 1,AA-83932,873,42,-19.39,Pestle 2010,intcal20,1497,-67.0012,17.9346,0,0,"Kilbourne, K:2007","La Parguera, Puerto Rico"
1429,Puerto Rico,Puerto Rico,Greater Antilles,,-66.48107199,18.22589574,Paso del Indio,human bone,human bone/teeth,P6/U 17E 25S Ent. 2,AA-83931,927,45,-19.02,Pestle 2010,intcal20,1497,-67.0012,17.9346,0,0,"Kilbourne, K:2007","La Parguera, Puerto Rico"
1430,Puerto Rico,Puerto Rico,Greater Antilles,,-66.48107199,18.22589574,Paso del Indio,human bone,human bone/teeth,P6/U 17E 29S Ent. 4,AA-75124,1010,42,�,Pestle 2010,intcal20,1497,-67.0012,17.9346,0,0,"Kilbourne, K:2007","La Parguera, Puerto Rico"
1431,Puerto Rico,Puerto Rico,Greater Antilles,,-66.48107199,18.22589574,Paso del Indio,human bone,human bone/teeth,P6/U 17E 41S Ent. 1,AA-79356,1075,44,-19.32,Pestle 2010,intcal20,1497,-67.0012,17.9346,0,0,"Kilbourne, K:2007","La Parguera, Puerto Rico"
1432,Puerto Rico,Puerto Rico,Greater Antilles,,-66.48107199,18.22589574,Paso del Indio,human bone,human bone/teeth,P6/U 18E 21S Ent. 2,AA-82408,953,46,-19,Pestle 2010,intcal20,1497,-67.0012,17.9346,0,0,"Kilbourne, K:2007","La Parguera, Puerto Rico"
1433,Puerto Rico,Puerto Rico,Greater Antilles,,-66.48107199,18.22589574,Paso del Indio,human bone,human bone/teeth,P6/U13 Ent. #2,AA-72888,1164,41,-19.09,Pestle 2010,intcal20,1497,-67.0012,17.9346,0,0,"Kilbourne, K:2007","La Parguera, Puerto Rico"
1434,Puerto Rico,Puerto Rico,Greater Antilles,,-66.48107199,18.22589574,Paso del Indio,human bone,human bone/teeth,P7/U3 Ent. 4,AA-83935,1092,42,-19.47,Pestle 2010,intcal20,1497,-67.0012,17.9346,0,0,"Kilbourne, K:2007","La Parguera, Puerto Rico"
1435,Puerto Rico,Puerto Rico,Greater Antilles,,-66.48107199,18.22589574,Paso del Indio,human bone,human bone/teeth,P6/U13 Ent. 13,AA-83934,951,42,-18.5,Pestle 2010,intcal20,1497,-67.0012,17.9346,0,0,"Kilbourne, K:2007","La Parguera, Puerto Rico"
1436,Puerto Rico,Puerto Rico,Greater Antilles,,-66.48107199,18.22589574,Paso del Indio,human bone,human bone/teeth,P7/U3 Ent. 5A,AA-83929,1086,46,-19.34,Pestle 2010,intcal20,1497,-67.0012,17.9346,0,0,"Kilbourne, K:2007","La Parguera, Puerto Rico"
1437,Puerto Rico,Puerto Rico,Greater Antilles,,-66.48107199,18.22589574,Paso del Indio,human bone,human bone/teeth,P6/U13-25 Ent. 2,AA-79400,983,44,-18.97,Pestle 2010,intcal20,1497,-67.0012,17.9346,0,0,"Kilbourne, K:2007","La Parguera, Puerto Rico"
1438,Puerto Rico,Puerto Rico,Greater Antilles,,-66.48107199,18.22589574,Paso del Indio,human bone,human bone/teeth,P7/U3 Ent. 6,AA-83936,1002,43,0,Pestle 2010,intcal20,1497,-67.0012,17.9346,0,0,"Kilbourne, K:2007","La Parguera, Puerto Rico"
1439,Puerto Rico,Puerto Rico,Greater Antilles,,-66.48107199,18.22589574,Paso del Indio,human bone,human bone/teeth,P6/U17E 29S Ent. 10,AA-78488,1085,43,-18.79,Pestle 2010,intcal20,1497,-67.0012,17.9346,0,0,"Kilbourne, K:2007","La Parguera, Puerto Rico"
1440,Puerto Rico,Puerto Rico,Greater Antilles,,-66.48107199,18.22589574,Paso del Indio,human bone,human bone/teeth,P7/U3 Ent. 7,AA-75144,941,44,-19.49,Pestle 2010,intcal20,1497,-67.0012,17.9346,0,0,"Kilbourne, K:2007","La Parguera, Puerto Rico"
1441,Puerto Rico,Puerto Rico,Greater Antilles,,-66.48107199,18.22589574,Paso del Indio,human bone,human bone/teeth,P6/U17E 29S Ent. 5,AA-75142,1004,44,-19.5,Pestle 2010,intcal20,1497,-67.0012,17.9346,0,0,"Kilbourne, K:2007","La Parguera, Puerto Rico"
1442,Puerto Rico,Puerto Rico,Greater Antilles,,-66.48107199,18.22589574,Paso del Indio,human bone,human bone/teeth,P7/U3 Ent. 8,AA-83925,735,44,-19.46,Pestle 2010,intcal20,1497,-67.0012,17.9346,0,0,"Kilbourne, K:2007","La Parguera, Puerto Rico"
1443,Puerto Rico,Puerto Rico,Greater Antilles,,-66.48107199,18.22589574,Paso del Indio,human bone,human bone/teeth,P6/U17E 29S Ent. 6,AA-75818,1127,45,-19.25,Pestle 2010,intcal20,1497,-67.0012,17.9346,0,0,"Kilbourne, K:2007","La Parguera, Puerto Rico"
1444,Puerto Rico,Puerto Rico,Greater Antilles,,-66.48107199,18.22589574,Paso del Indio,human bone,human bone/teeth,P7/U4 Ent. 10,AA-82411,1027,44,18.57,Pestle 2010,intcal20,1497,-67.0012,17.9346,0,0,"Kilbourne, K:2007","La Parguera, Puerto Rico"
1445,Puerto Rico,Puerto Rico,Greater Antilles,,-66.48107199,18.22589574,Paso del Indio,human bone,human bone/teeth,P6/U17E 33S Ent. 1,AA-79355,1099,44,-17.63,Pestle 2010,intcal20,1497,-67.0012,17.9346,0,0,"Kilbourne, K:2007","La Parguera, Puerto Rico"
1446,Puerto Rico,Puerto Rico,Greater Antilles,,-66.48107199,18.22589574,Paso del Indio,human bone,human bone/teeth,P7/U4 Ent. 11,AA-83927,1073,45,-18.54,Pestle 2010,intcal20,1497,-67.0012,17.9346,0,0,"Kilbourne, K:2007","La Parguera, Puerto Rico"
1447,Puerto Rico,Puerto Rico,Greater Antilles,,-66.48107199,18.22589574,Paso del Indio,human bone,human bone/teeth,P6/U17E 33S Ent. 2,AA-75826,997,44,-18.55,Pestle 2010,intcal20,1497,-67.0012,17.9346,0,0,"Kilbourne, K:2007","La Parguera, Puerto Rico"
1448,Puerto Rico,Puerto Rico,Greater Antilles,,-66.48107199,18.22589574,Paso del Indio,human bone,human bone/teeth,P7/U4 Ent. 14,AA-75140,1016,45,-19.01,Pestle 2010,intcal20,1497,-67.0012,17.9346,0,0,"Kilbourne, K:2007","La Parguera, Puerto Rico"
1449,Puerto Rico,Puerto Rico,Greater Antilles,,-66.48107199,18.22589574,Paso del Indio,human bone,human bone/teeth,P6/U17E 37S Ent. 1,AA-82410,1098,45,-19.52,Pestle 2010,intcal20,1497,-67.0012,17.9346,0,0,"Kilbourne, K:2007","La Parguera, Puerto Rico"
1450,Puerto Rico,Puerto Rico,Greater Antilles,,-66.48107199,18.22589574,Paso del Indio,human bone,human bone/teeth,P7/U4 Ent. 2A,AA-72876,1036,42,-17.8,Pestle 2010,intcal20,1497,-67.0012,17.9346,0,0,"Kilbourne, K:2007","La Parguera, Puerto Rico"
1451,Puerto Rico,Puerto Rico,Greater Antilles,,-66.48107199,18.22589574,Paso del Indio,human bone,human bone/teeth,P6/U18E 25S Ent. 4,AA-82404,1162,60,-17.48,Pestle 2010,intcal20,1497,-67.0012,17.9346,0,0,"Kilbourne, K:2007","La Parguera, Puerto Rico"
1452,Puerto Rico,Puerto Rico,Greater Antilles,,-66.48107199,18.22589574,Paso del Indio,human bone,human bone/teeth,P7/U4 Ent. 2B,AA-78487,1078,46,-18.89,Pestle 2010,intcal20,1497,-67.0012,17.9346,0,0,"Kilbourne, K:2007","La Parguera, Puerto Rico"
1453,Puerto Rico,Puerto Rico,Greater Antilles,,-66.48107199,18.22589574,Paso del Indio,human bone,human bone/teeth,P6/U75E 35S Ent. 1,AA-82409,1150,45,-18.81,Pestle 2010,intcal20,1497,-67.0012,17.9346,0,0,"Kilbourne, K:2007","La Parguera, Puerto Rico"
1454,Puerto Rico,Puerto Rico,Greater Antilles,,-66.48107199,18.22589574,Paso del Indio,human bone,human bone/teeth,P7/U4 Ent. 2C,AA-75126,966,42,-19.09,Pestle 2010,intcal20,1497,-67.0012,17.9346,0,0,"Kilbourne, K:2007","La Parguera, Puerto Rico"
1455,Puerto Rico,Puerto Rico,Greater Antilles,,-66.48107199,18.22589574,Paso del Indio,human bone,human bone/teeth,P6/U7E 33S Ent. 1,AA-79404,1125,45,-18.49,Pestle 2010,intcal20,1497,-67.0012,17.9346,0,0,"Kilbourne, K:2007","La Parguera, Puerto Rico"
1456,Puerto Rico,Puerto Rico,Greater Antilles,,-66.48107199,18.22589574,Paso del Indio,human bone,human bone/teeth,P7/U4 Ent. 3A,AA-79347,1090,45,-18.96,Pestle 2010,intcal20,1497,-67.0012,17.9346,0,0,"Kilbourne, K:2007","La Parguera, Puerto Rico"
1457,Puerto Rico,Puerto Rico,Greater Antilles,,-66.48107199,18.22589574,Paso del Indio,human bone,human bone/teeth,P6/U7E 33S Ent. 2,AA-82415,1054,44,�,Pestle 2010,intcal20,1497,-67.0012,17.9346,0,0,"Kilbourne, K:2007","La Parguera, Puerto Rico"
1458,Puerto Rico,Puerto Rico,Greater Antilles,,-66.48107199,18.22589574,Paso del Indio,human bone,human bone/teeth,P7/U4 Ent. 4A,AA-75800,907,45,-19.41,Pestle 2010,intcal20,1497,-67.0012,17.9346,0,0,"Kilbourne, K:2007","La Parguera, Puerto Rico"
1459,Puerto Rico,Puerto Rico,Greater Antilles,,-66.48107199,18.22589574,Paso del Indio,human bone,human bone/teeth,P6N/U 13E 13S Ent. 1,AA-78480,1084,46,-19.95,Pestle 2010,intcal20,1497,-67.0012,17.9346,0,0,"Kilbourne, K:2007","La Parguera, Puerto Rico"
1460,Puerto Rico,Puerto Rico,Greater Antilles,,-66.48107199,18.22589574,Paso del Indio,human bone,human bone/teeth,P7/U4 Ent. 4D,AA-75139,1011,42,-18.89,Pestle 2010,intcal20,1497,-67.0012,17.9346,0,0,"Kilbourne, K:2007","La Parguera, Puerto Rico"
1461,Puerto Rico,Puerto Rico,Greater Antilles,,-66.48107199,18.22589574,Paso del Indio,human bone,human bone/teeth,P6N/U 18E 17S Ent. 1,AA-82407,1289,46,-17.42,Pestle 2010,intcal20,1497,-67.0012,17.9346,0,0,"Kilbourne, K:2007","La Parguera, Puerto Rico"
1462,Puerto Rico,Puerto Rico,Greater Antilles,,-66.48107199,18.22589574,Paso del Indio,human bone,human bone/teeth,P7/U4 Ent. 5C,AA-75798,1071,43,-18.88,Pestle 2010,intcal20,1497,-67.0012,17.9346,0,0,"Kilbourne, K:2007","La Parguera, Puerto Rico"
1463,Puerto Rico,Puerto Rico,Greater Antilles,,-66.48107199,18.22589574,Paso del Indio,human bone,human bone/teeth,P7 Ent. D Impacto,AA-82382,1007,47,�,Pestle 2010,intcal20,1497,-67.0012,17.9346,0,0,"Kilbourne, K:2007","La Parguera, Puerto Rico"
1464,Puerto Rico,Puerto Rico,Greater Antilles,,-66.48107199,18.22589574,Paso del Indio,human bone,human bone/teeth,P7/U4 Ent. 5D,AA-79348,1039,45,-19.17,Pestle 2010,intcal20,1497,-67.0012,17.9346,0,0,"Kilbourne, K:2007","La Parguera, Puerto Rico"
1465,Puerto Rico,Puerto Rico,Greater Antilles,,-66.48107199,18.22589574,Paso del Indio,human bone,human bone/teeth,P7 Impactado,AA-75822,1062,43,-19.3,Pestle 2010,intcal20,1497,-67.0012,17.9346,0,0,"Kilbourne, K:2007","La Parguera, Puerto Rico"
1466,Puerto Rico,Puerto Rico,Greater Antilles,,-66.48107199,18.22589574,Paso del Indio,human bone,human bone/teeth,P7/U4 Ent. 7B,AA-79354,1098,44,-18.51,Pestle 2010,intcal20,1497,-67.0012,17.9346,0,0,"Kilbourne, K:2007","La Parguera, Puerto Rico"
1467,Puerto Rico,Puerto Rico,Greater Antilles,,-66.48107199,18.22589574,Paso del Indio,human bone,human bone/teeth,P7/T1 Ent. 1,AA-75801,1168,43,-17.94,Pestle 2010,intcal20,1497,-67.0012,17.9346,0,0,"Kilbourne, K:2007","La Parguera, Puerto Rico"
